ranking,company,first_name,last_name,address,city,state,zip,neighborhood,phone,website,email,short_description,description,sic,sic_description,naics,naics_description,employees,revenue,tags,notes,username
,Arke Beauty Salon,,,642 Palomar St # 402,Chula Vista,CA,91911,Otay Town,(619) 585-0906,Jadebeauty.Com,,,,723106,Beauty Salons,812112,Beauty Salons,10,,,,
,Armor Bolt,,,10601-G Tierrasanta Blvd # 122,San Diego,CA,92124,Tierrasanta,(844) 593-6452,Armorbolt.Com,,,,345298,Bolts Nuts Screws Rivets/Washers (Mfrs),332722,"Bolt, Nut, Screw, Rivet & Washer Manufacturing",10,,,,
,Armor Tek,,,7770 Regents Rd # 113,San Diego,CA,92122,University City,(858) 504-1001,Armor-Tek.Com,,,,371106,Armored Car-Manufacturers,336120,Heavy Duty Truck Manufacturing,13,,,,
,Arrogant Brewing,,,1999 W Citracado Pkwy,Escondido,CA,92029,,Not Available,Arrogantbrewing.Com,,,,208201,Brewers (Mfrs),312120,Breweries,10,,,,
,ARS Haeting & Air Cond,,,8949 Kenamar Dr # 110,San Diego,CA,92121,Miramar,(619) 588-9703,Ars.Com,,,,171102,Heating Contractors,238220,Plumbing Htg & Air-Conditioning Contractors,14,,,,
,Artek Manufacturing Inc,,,861 Harold Pl # 208,Chula Vista,CA,91914,Eastlake Business Center,(858) 452-6456,Artek-Mfg.Com,,,"Welcome to Artek Manufacturing Artek Manufacturing Incorporated is the premier provider of BGA assembly rework, electronic assembly, prototype and engineering development. Our years of experience and proven expertise enable us to help our customers achieve time-to-market at competitive prices and on-deadline. Ensuring a high quality final product is Artek's top priority. That's why we adhere to strict quality assurance procedures based on IPC and JStandards for commercial, medical and military workmanship. Our spacious, ESD facility is equipped with advanced technology machinery and the finest in semiconductor and electronics repair equipment, so our customers are assured the highest level of excellence in their finished product. Choose Artek because we have the knowledge and the experience. Our business is independently owned and operated by expert engineers. We have been in the business for over 20 years. We are experts on BGA rework, SMT, Prototypes and Product Development.",399903,Manufacturers,339999,All Other Miscellaneous Manufacturing,10,,,,
,Ashley's Party Rentals,,,340 Airport Rd,Oceanside,CA,92058,Oceanside Municipal Airport,(760) 757-1606,Ashleyspartyrentals.Com,,,"As owner of Ashley's Party Rentals, I not only feel a commitment to my family but also to you 'my customer'. I am a father, grandfather and husband to a wonderful wife that I have been lucky enough to have spent the last 21 years with. It was actually the coming of my granddaughter, which sparked the idea of this business. As my wife and I planned and shopped around for affordable and reliable party rental supplies, I found that it was very difficult. So my wife and I thought about it and we decided to start our own business. We run our business the same way we live our lives: dependably, reliably and honestly. We believe those are very important morals that will keep this business growing strong. We welcome the opportunity to earn your trust and provide you with the best service in the industry. Major credit cards excepted.",594716,Party Supplies,453220,"Gift, Novelty & Souvenir Stores",10,,,,
,Astronomical Research Cameras,,,2247 San Diego Ave # 135,San Diego,CA,92110,Old Town,(619) 278-0865,Astro-Cam.Com,,,,399903,Manufacturers,339999,All Other Miscellaneous Manufacturing,10,,,,
,Audio Associates Of San Diego,,,8200 Center Dr,La Mesa,CA,91942,,(619) 461-9445,Audioassociates.Com,,,"Founded in 1981, Audio Associates develops, implements and supports innovative audio/video communications systems. Based in La Mesa, Calif., the firm is one of Southern California's largest systems integrators. It specializes in design and installation for boardrooms, stadiums, schools, corporate/business institutions, churches and government projects. Audio Associates furnishes design, AutoCAD documentation, specifications, submittal review and installation for any type of audio/video system. It renders professional engineering and consulting services to architects, designers, engineers, developers and governmental agencies.",365103,Sound Systems & Equipment-Manufacturers,334310,Audio & Video Equipment Manufacturing,15,,,,
,Automatic Magazine,,,1270 Rubenstein Ave,Cardiff By Sea,CA,92007,,(760) 634-6748,Automaticmag.Com,,,,272101,Publishers-Magazine (Mfrs),511120,Periodical Publishers,10,,,,
,Awning Solutions Inc,,,9161 Harness St,Spring Valley,CA,91977,,(619) 741-0953,Infoawnings.Com,,,,239406,Canvas & Related Products (Mfrs),314910,Textile Bag & Canvas Mills,12,,,,
,Aztec Perlite Co,,,1518 Simpson Way,Escondido,CA,92029,Vineyard,(760) 741-1733,Perlite.Org,,,,329507,Perlite & Perlite Products (Mfrs),327992,Ground Or Treated Mineral & Earth Manufacturing,13,,,,
,B & H Tool Co,,,285 Pawnee St # D,San Marcos,CA,92078,,(760) 471-8949,Bhtool.Com,,,,359903,Machine Shops (Mfrs),332710,Machine Shops,10,,,,
,B N S Brewing & Distilling Co,,,10960 Wheatlands Ave # 101,Santee,CA,92071,,(619) 956-0952,Bnsamerica.Com,,,,208201,Brewers (Mfrs),312120,Breweries,10,,,,
,Balboa Manufacturing Co LLC,,,12220 Parkway Centre Dr # B,Poway,CA,92064,,(858) 715-0060,Balboamfg.Com,,,,399903,Manufacturers,339999,All Other Miscellaneous Manufacturing,15,,,,
,Barrel Harbor Brewing,,,2575 Pioneer Ave # 104,Vista,CA,92081,,(760) 734-3949,Barrelharborbrewing.Com,,,,208201,Brewers (Mfrs),312120,Breweries,10,,,,
,Barrett Engineered Pumps,,,1695 National Ave,San Diego,CA,92113,Barrio Logan,(619) 232-7867,Barrettpump.Com,,,* Industrial / Marine / Municipal / Domestic,572222,Pumps-Retail,443141,Household Appliance Stores,19,,,,
,Barritus Brewery,,,1947 Camino Vida Roble # 200,Carlsbad,CA,92008,,(760) 505-5605,Piercingpilsner.Com,,,,208201,Brewers (Mfrs),312120,Breweries,10,,,,
,Bay City Marine,,,1625 Cleveland Ave,National City,CA,91950,National City,(619) 477-3991,Baycmarine.Com,,,,449304,Boat Repairing,713930,Marinas,15,,,,
,BBS Manufacturing Inc,,,2835 LA Mirada Dr # B,Vista,CA,92081,,(760) 798-8011,Bbsmfg.Com,,,,394923,Sporting & Athletic Goods NEC (Mfrs),339920,Sporting & Athletic Goods Manufacturing,10,,,,
,Beach & Bay Press,,,1621 Grand Ave # C,San Diego,CA,92109,Pacific Beach,(858) 270-3103,Sdnews.Com,,,,271101,Newspapers (Publishers/Mfrs),511110,Newspaper Publishers,16,,,,
,Bear Machine Inc,,,1044 Pioneer Way # K,El Cajon,CA,92020,,(619) 588-1722,Bearmachine.Com,,,"Bear Machine was founded in 1983 as a job shop specializing in prototyping semi-conductor parts and production machining. Located in the city of EI Cajon, California ( 25 miles from downtown San Diego ) Bear Machine has grown into a 9000 square foot facility containing a new hi-tech prototype shop, production CNC shop and a MIL-SPEC quality control room. We arecompliant with ISO 9001: 2000 International standards. Specializing in close tolerance milling machine parts, our greatest asset is the expertise we possess in the machining of all types of composite materials.Bear Machine takes pride in it's impeccable reputation for consistant high performance and is dedicated to providing it's clients with a superior product delivered on schedule, within budget and to exact customer specifications.",359903,Machine Shops (Mfrs),332710,Machine Shops,17,,,,
,Bear Roots Brewing,,,1213 S Santa Fe Ave,Vista,CA,92083,,(760) 726-4204,Brbrewco.Com,,,,208201,Brewers (Mfrs),312120,Breweries,10,,,,
,Bed Co,,,1174 Pioneer Way,El Cajon,CA,92020,,(619) 579-9389,Bedcotruckequipment.Com,,,"Bedco Truck Equipment is one of the leading truck body and equipment distribution companies in the southwestern United States. Bedco has two facilities in San Diego, a combined manufacturing and installation space of more than 22,000-square-feet and over 2.5-acres of storage space. The company has a branch office in El Cajon, Calif., and employs more than 50 sales, engineering, production, and design personnel. It offers a wide variety of products, such as service and utility bodies, flatbeds and skatebeds, water and fuel trucks and cranes and equipment.",371303,Truck Bodies-Manufacturers,336211,Motor Vehicle Body Manufacturing,10,,,,
,Belching Beaver Brewery Ocean,,,4836 Newport Ave,San Diego,CA,92107,Ocean Beach,(760) 599-5832,Belchinbeaver.Com,,,,208201,Brewers (Mfrs),312120,Breweries,10,,,,
,Belching Beaver North Park,,,4223 30th St,San Diego,CA,92104,North Park,(619) 282-1062,Belchingbeaver.Com/About-North-Park,,,,208201,Brewers (Mfrs),312120,Breweries,10,,,,
,Bell Rock Growers Inc,,,3700 N Twin Oaks Valley Rd,San Marcos,CA,92069,,(760) 591-4151,Bellrockgrowers.Com,,,,204803,Feed-Manufacturers,311119,Other Animal Food Manufacturing,12,,,,
,Bext Inc,,,1045 10th Ave,San Diego,CA,92101,Core-Columbia,(619) 239-8462,Telecomradioantennas.Com,,,,573117,Electronic Equipment & Supplies-Retail,443142,Electronic Stores,10,,,,
,Biner Ellison Packaging Systs,,,2685 S Melrose Dr,Vista,CA,92081,,(760) 598-6500,Accutekcapping.Com,,,,356502,Packaging Machinery-Manufacturers,333993,Packaging Machinery Manufacturing,13,,,,
,Bio Medical Life Systems Inc,,,2448 Cades Way,Vista,CA,92081,,(760) 727-5600,Bmls.Com,,,"Established 20 years ago, BioMedical Life Systems Inc. is a manufacturer of portable electro-therapy devices and accessories. Based in Vista, Calif., the company distributes its products nationally through home health care dealers and internationally through its distributors. It offers a variety of battery operated devices for sale, including transcutaneous electrical nerve stimulators and microcurrent devices used for pain relief; muscle stimulators used for muscle reeducation; interferential and high volt pulsed stimulators used for pain and edema reduction. In addition, it provides an extensive array of electrodes and accessories for all environmental conditions that may affect the performance of the devices.",504712,Hospital Equipment & Supplies (Whls),423450,"Medical, Dental/Hospital Equip/Supls Mrchnt Whlsrs",15,,,,
,Biological Dynamics Inc,,,9393 Towne Centre Dr # 140,San Diego,CA,92121,University City,(858) 558-8295,Bio-Dyn.Com,,,,283601,Biological Products (Mfrs),325414,Biological Product (Except Diagnostic) Mfg,11,,,,
,Biomedical Strategies,,,2450 Azure Coast Dr,La Jolla,CA,92037,La Jolla Heights,(858) 643-9302,Biomedicalstrategies.Com,,,,384104,Physicians & Surgeons Equip & Supls-Mfrs,339112,Surgical & Medical Instrument Manufacturing,10,,,,
,Bioscan Inc,,,12500 Stowe Dr,Poway,CA,92064,,(858) 679-9600,Bio-Scan.Com,,,,504704,Physicians & Surgeons Equip & Supls-Whls,423450,"Medical, Dental/Hospital Equip/Supls Mrchnt Whlsrs",10,,,,
,Biospherical Instruments,,,5340 Riley St,San Diego,CA,92110,Morena,(619) 686-1887,Biospherical.Com,,,"Founded in 1977, Biospherical Instruments Inc. is a research-oriented company. Based in San Diego, Calif., it designs and manufactures scientific instrumentation for environmental monitoring. This ranges from the Antarctic and Arctic, to municipal drinking water reservoirs. It offers customers various products, such as terrestrial and oceanographic global UV monitoring systems, water quality monitoring systems for municipal reservoirs and a wide variety of UV/visible wavelength radiometers for use in oceanographic/atmospheric research. Some of the services provides by Biospherical Instruments Inc. are evaluation, maintenance and optical recalibration.",384104,Physicians & Surgeons Equip & Supls-Mfrs,339112,Surgical & Medical Instrument Manufacturing,12,,,,
,Bitter Brothers Brewing Co,,,4170 Morena Blvd # F,San Diego,CA,92117,Bay Ho,(619) 961-6690,Bitterbrothers.Com,,,,208201,Brewers (Mfrs),312120,Breweries,10,,,,
,Bizclik Media LTD,,,3394 Carmel Mountain Rd # 250,San Diego,CA,92121,,(760) 827-7800,Whitedm.Com,,,,737206,Computer Software,511210,Software Publishers,18,,,,
,Black Oxide Svc Inc,,,1070 Linda Vista Dr # A,San Marcos,CA,92078,,(760) 744-8735,Caddy-Royale.Com,,,,347105,Plating (Mfrs),332813,Electroplating Plating Polishing Anodizing & Clrng,15,,,,
,Blind Lady Ale House,,,3416 Adams Ave,San Diego,CA,92116,Adams North,(619) 255-2491,Blindladyalehouse.Com,,,,208201,Brewers (Mfrs),312120,Breweries,10,,,,
,Bolt Brewery,,,8179 Center St,La Mesa,CA,91942,,(619) 303-7837,Boltbrewery.Com,,,,208201,Brewers (Mfrs),312120,Breweries,10,,,,
,Bolt Brewery,,,1971 India St,San Diego,CA,92101,Little Italy,(619) 795-3012,Boltbrewery.Com,,,,208201,Brewers (Mfrs),312120,Breweries,10,,,,
,Bolt Electric,,,728 N Escondido Blvd,San Diego,CA,92126,,(858) 831-9170,Boltonline.Com,,,,345298,Bolts Nuts Screws Rivets/Washers (Mfrs),332722,"Bolt, Nut, Screw, Rivet & Washer Manufacturing",10,,,,
,Bolts 4 U,,,201 Trade St,San Marcos,CA,92078,,(760) 736-0070,Bolts4u.Com,,,,352321,Nut Cracking & Shelling Machines (Mfrs),333111,Farm Machinery & Equipment Manufacturing,12,,,,
,Bon Suisse Inc,,,11860 Community Rd # 130,Poway,CA,92064,,(858) 391-9293,Bonsuisse.Com,,,,202498,Ice Cream & Frozen Desserts (Mfrs),311520,Ice Cream & Frozen Dessert Manufacturing,16,,,,
,Bond's Automotive,,,7215 El Cajon Blvd,San Diego,CA,92115,Rolando,(619) 461-7623,Acdelco.Com,,,"Find ACDelco auto parts for your vehicle at Bond's Automotive in San Diego, CA. ACDelco provides high-quality car parts for all major vehicle systems, as well as off-road, marine and industrial equipment. Our product portfolio includes maintenance parts, such as car batteries, spark plugs, oil filters, air filters, wiper blades, and brakes, as well as repair parts such as alternators, radiators, chassis and heating/cooling components.",371404,Automobile Repair/Svc-Equip & Supls-Mfrs,336390,Other Motor Vehicle Parts Manufacturing,15,,,,
,Booze Brothers Brewing Co,,,2545 Progress St # D,Vista,CA,92081,,(760) 295-0217,Boozebros.Com,,,,208201,Brewers (Mfrs),312120,Breweries,10,,,,
,Boulevard Automotive,,,737 Turquoise St,San Diego,CA,92109,Pacific Beach,(858) 488-7573,Boulevardautomotive.Com,,,"Open since 1965, Boulevard Automotive is a family-owned, full-service automotive shop with extended working hours in San Diego, California, and an AAA-approved auto repair center. As the premier car repair and service center for La Jolla and Pacific Beach areas of San Diego, it's our goal to earn our community's trust by providing superior service and ethical auto repairs, resulting in dependable transportation for all customers. Call us today for more information.",753801,Automobile Repairing & Service,811111,General Automotive Repair,11,,,,
,Bowen Enterprises,,,380 Coogan Way,El Cajon,CA,92020,,(619) 440-8605,Bowerenprinting.Com,,,,275910,Labels (Mfrs),323111,Commercial Printing (Except Screen & Books),10,,,,
,Box Co,,,7575 Britannia Park Pl,San Diego,CA,92154,Otay Mesa,(619) 661-8090,Theboxpkg.Com,,,"The Box Company is a designer, printer and manufacturer of custom packaging products. As a family-owned and operated company, it offers a variety of in-house production and design solutions. Founded in 1984, the company uses computer-aided design technologies to generate prototypes, graphics, steel rule dies and plates. The Box Company also provides printing, gluing and cutting services. It serves clients in the pharmaceutical, cosmetics, sports, food service and hardware industries. The company offers displays and nonglued and decorative cartons. In addition, The Box Company provides CD packages that feature media kits and pocket folders for trade show displays and professional presentations.",265201,Boxes-Paper (Mfrs),322219,Other Paperboard Container Manufacturing,19,,,,
